year,country,gini_net,gini_net_se,gini_market,gini_market_se,rel_red,rel_red_se,abs_red,abs_red_se
1986,"Czechoslovakia",19.29428,.9034911,31.44857,3.381024,,,,
1987,"Czechoslovakia",19.08897,.715821,31.34506,2.976059,,,,
1988,"Czechoslovakia",19.10848,.7679651,31.41652,3.168597,,,,
1989,"Czechoslovakia",18.94352,1.089082,30.49181,4.249735,,,,
1990,"Czechoslovakia",21.26245,1.047042,34.7357,4.063664,,,,
1991,"Czechoslovakia",23.58137,1.336836,38.97959,4.965993,,,,
1992,"Czechoslovakia",23.73848,1.206479,39.66683,4.817938,,,,
1961,"Denmark",25.95915,1.392937,49.57294,2.544137,,,,
1963,"Denmark",24.78629,1.181568,48.93343,2.196841,,,,
1964,"Denmark",23.71186,1.213842,49.46438,2.318541,,,,
1965,"Denmark",23.36203,1.280687,48.84457,2.243117,,,,
1966,"Denmark",22.38144,1.300409,49.31562,2.461746,,,,
1967,"Denmark",22.07682,1.378323,48.25741,2.440907,,,,
1968,"Denmark",21.64874,1.376462,47.98892,2.61671,,,,
1969,"Denmark",22.30924,1.413225,46.6595,2.436542,,,,
1970,"Denmark",22.78004,1.418881,45.94667,2.432444,,,,
1971,"Denmark",23.76613,1.410896,44.95238,2.280925,,,,
1972,"Denmark",24.25625,1.405559,44.67937,2.278433,,,,
1973,"Denmark",24.71347,1.389632,44.54661,2.283621,,,,
1974,"Denmark",24.93266,1.28146,44.96507,2.326381,,,,
1975,"Denmark",25.0471,1.208092,45.16955,2.153212,44.52452,1.695019,20.12246,1.393813
1976,"Denmark",25.00113,.9977865,45.3587,1.983284,44.85403,1.434719,20.35756,1.310674
1977,"Denmark",24.88103,.9807709,45.17588,1.481443,44.92276,1.263613,20.29485,.8883063
1978,"Denmark",24.83184,.9064356,44.97735,1.255603,44.79254,1.201182,20.14551,.7528922
1979,"Denmark",25.21329,.8689598,44.67657,.986572,43.57193,1.196154,19.46328,.5885716
1980,"Denmark",25.63171,.779537,44.37873,.9940267,42.24537,1.082669,18.74703,.6102231
1981,"Denmark",26.14503,.5797575,44.02705,.97506,40.61021,.8336565,17.88203,.6186566
1982,"Denmark",26.12491,.4748694,43.38747,.9498227,39.77719,.8000388,17.26255,.640066
1983,"Denmark",25.90046,.3619662,42.71681,.9038743,39.35427,.7910559,16.81635,.6521737
1984,"Denmark",25.45672,.3184103,41.94477,.8354716,39.29699,.755441,16.48805,.6120224
1985,"Denmark",25.25339,.2786889,41.56189,.7230237,39.22997,.6643784,16.3085,.5296344
1986,"Denmark",25.27292,.2280274,41.58538,.53198,39.22234,.4402767,16.31246,.3640841
1987,"Denmark",25.5,.22765,41.7,.4,38.85583,.5573699,16.20277,.3382767
1988,"Denmark",25.00028,.1903287,42.52977,.4385774,41.21446,.3589007,17.52948,.3056808
1989,"Denmark",24.64634,.1915452,43.29496,.5174897,43.0695,.4233063,18.64862,.3827336
1990,"Denmark",24.46457,.1881185,44.1855,.5100574,44.62872,.3881693,19.72093,.375019
1991,"Denmark",24.11548,.1891224,44.53906,.4146396,45.85382,.3159214,20.42357,.2916536
1992,"Denmark",23.8,.249365,44.9,.4,46.97179,.5209036,21.08629,.351131
1993,"Denmark",23.1753,.1405468,44.78559,.2529732,48.25234,.2400511,21.61029,.1865231
1994,"Denmark",22.53447,.092792,44.669,.1620079,49.55225,.1333428,22.13453,.1076
1995,"Denmark",21.8,.08257,44.5,.1,51.01653,.1599857,22.70118,.0934681
1996,"Denmark",22.0258,.0446048,44.56955,.1146163,50.58092,.0880281,22.54375,.087884
1997,"Denmark",22.13929,.0270066,44.55718,.1391511,50.3123,.1145752,22.41789,.1193794
1998,"Denmark",22.27224,.0293143,44.40195,.1394651,49.83916,.1123181,22.1297,.1174807
1999,"Denmark",22.38173,.0504288,44.13712,.1168646,49.29033,.091178,21.75539,.0863356
2000,"Denmark",22.5,.095492,43.8,.1,48.63638,.1874812,21.30243,.1002371
2001,"Denmark",22.5594,.056411,43.9993,.1132455,48.72773,.0918071,21.4399,.0800494
2002,"Denmark",22.62976,.0433967,44.15583,.1291487,48.75004,.0940517,21.52608,.0985241
2003,"Denmark",22.72281,.0578363,44.39038,.1226922,48.8113,.0904572,21.66757,.0854777
2004,"Denmark",22.8,.086803,44.7,.1,48.98571,.1700571,21.89334,.0949637
2005,"Denmark",23.11956,.0921894,44.41111,.189881,47.94171,.1354662,21.29155,.128092
2006,"Denmark",23.44861,.0934797,44.08438,.1788815,46.80952,.1353698,20.63577,.1182343
2007,"Denmark",23.8,.1009095,43.6,.1,45.41389,.1939806,19.79987,.1001379
2008,"Denmark",24.19798,.1123123,44.51632,.2466864,45.64192,.1780441,20.31834,.1695397
2009,"Denmark",24.54924,.1087789,45.36194,.2275269,45.88103,.1577721,20.8127,.1522928
2010,"Denmark",24.8,.093561,46.3,.1,46.43954,.1738207,21.50042,.0945131
2011,"Denmark",25.55673,.2158758,46.73417,.5768931,45.31042,.4717245,21.17744,.4483634
2012,"Denmark",26.19309,.3430138,47.26089,.9912521,44.56292,.9010115,21.0678,.81833
1995,"Djibouti",35.83097,1.272774,39.81741,2.870425,,,,
1996,"Djibouti",35.91842,1.357067,40.3088,3.264048,,,,
1997,"Djibouti",36.55007,1.38468,41.08273,3.244029,,,,
1998,"Djibouti",37.18172,1.481532,41.85665,3.379283,,,,
1999,"Djibouti",37.81338,1.635367,42.63058,3.652603,,,,
2000,"Djibouti",38.44503,1.831885,43.40451,4.036035,,,,
2001,"Djibouti",39.07669,2.0589,44.17843,4.50153,,,,
2002,"Djibouti",39.70834,2.307428,44.95236,5.02634,,,,
2003,"Djibouti",39.52403,1.995564,44.69881,4.285984,,,,
2004,"Djibouti",39.33972,1.939462,44.44527,4.11643,,,,
2005,"Djibouti",39.15541,2.159149,44.19173,4.581495,,,,
2002,"Dominica",32.09851,.4281237,37.0838,.8465495,,,,
1986,"Dominican Republic",42.55145,1.164859,48.23426,1.987525,11.67806,3.30891,5.682808,1.77053
1987,"Dominican Republic",43.28447,1.01952,48.98229,1.900848,11.54939,2.695441,5.697821,1.496249
1988,"Dominican Republic",44.01749,1.006355,49.73032,2.14026,11.37734,3.020431,5.712832,1.706707
1989,"Dominican Republic",44.75051,1.129992,50.47836,2.617769,11.16558,4.014813,5.727845,2.270914
1990,"Dominican Republic",44.98125,.9998858,50.56377,2.187152,10.92759,3.037437,5.582523,1.739833
1991,"Dominican Republic",45.21198,1.003136,50.64919,2.010805,10.64437,2.753259,5.437202,1.575406
1992,"Dominican Republic",45.44272,1.138601,50.7346,2.152166,10.31626,3.336212,5.291881,1.876622
1993,"Dominican Republic",44.89827,.9234238,49.74454,1.93043,9.649094,2.837278,4.846273,1.572187
1994,"Dominican Republic",44.35382,.7232078,48.75449,1.79136,8.941278,2.551533,4.400664,1.389817
1995,"Dominican Republic",43.80938,.5544062,47.76443,1.754722,8.189096,2.601661,3.955056,1.378829
1996,"Dominican Republic",43.26493,.4535654,46.77438,1.826688,7.388334,3.022895,3.509447,1.542889
1997,"Dominican Republic",43.33926,.445429,46.94883,1.747238,7.585142,2.860473,3.609573,1.468346
1998,"Dominican Republic",43.86045,.4488786,47.77293,1.761441,8.090913,2.7581,3.912473,1.454954
1999,"Dominican Republic",44.50507,.4297119,48.90463,1.781008,8.901221,2.667226,4.399557,1.462435
2000,"Dominican Republic",45.14969,.4315549,50.03633,1.884254,9.663388,2.791832,4.886641,1.580675
2001,"Dominican Republic",45.56203,.3844439,50.80412,1.956202,10.20827,2.902135,5.242086,1.676548
2002,"Dominican Republic",45.59637,.3674355,50.83031,1.851648,10.19953,2.712441,5.233936,1.57091
2003,"Dominican Republic",45.61025,.3362834,50.84221,1.773805,10.20061,2.612285,5.231957,1.510703
2004,"Dominican Republic",45.55039,.3380313,50.72022,1.659844,10.11431,2.437169,5.169832,1.401969
2005,"Dominican Republic",45.25175,.328723,50.34132,1.511379,10.04521,2.198524,5.089571,1.257118
2006,"Dominican Republic",44.89612,.3482846,49.93317,1.432245,10.02973,2.061848,5.037044,1.170225
2007,"Dominican Republic",44.30725,.3515352,49.28873,1.335797,10.0565,1.901646,4.981478,1.068209
2008,"Dominican Republic",43.79583,.3685033,48.73563,1.333341,10.08523,1.911114,4.939806,1.060137
2009,"Dominican Republic",43.29995,.3766833,48.17798,1.345325,10.07235,1.948259,4.878028,1.068451
2010,"Dominican Republic",43.04498,.3936243,47.89923,1.406409,10.0749,2.099587,4.854248,1.139529
2011,"Dominican Republic",42.86148,.4218025,47.66231,1.537731,9.99843,2.394518,4.800838,1.285489
1963,"Ecuador",45.47213,4.035583,49.54779,4.943669,,,,
1964,"Ecuador",45.42521,3.854767,49.48007,4.683995,,,,
1965,"Ecuador",44.93025,3.730194,48.8422,4.614829,,,,
1966,"Ecuador",43.01364,3.735944,46.32833,4.464803,,,,
1967,"Ecuador",42.12109,3.71481,45.20799,4.485445,,,,
1968,"Ecuador",41.53733,3.743323,44.5282,4.214858,,,,
1969,"Ecuador",42.36565,3.777977,45.6972,4.455721,,,,
1970,"Ecuador",43.9435,3.840204,47.87953,4.290818,,,,
1986,"Ecuador",44.83726,2.963069,46.9026,4.843441,,,,
1987,"Ecuador",44.72795,2.41107,46.51637,4.267705,,,,
1988,"Ecuador",44.65061,2.706201,46.26326,4.694865,,,,
1989,"Ecuador",45.18167,3.125072,47.21189,4.608111,,,,
1990,"Ecuador",45.82964,3.461477,48.33668,4.890547,,,,
1991,"Ecuador",47.16374,3.67993,50.75014,4.705158,,,,
1992,"Ecuador",47.98804,3.168322,52.04006,4.271517,,,,
1993,"Ecuador",48.80666,2.714622,53.26865,3.777935,,,,
1994,"Ecuador",48.95781,1.939919,53.36846,3.134279,,,,
1995,"Ecuador",49.09356,1.579901,53.43615,2.940726,,,,
1996,"Ecuador",49.51767,1.264475,54.20286,2.50157,,,,
1997,"Ecuador",49.94178,1.004144,54.96957,2.179975,,,,
1998,"Ecuador",50.36589,.8510627,55.73628,2.032531,,,,
1999,"Ecuador",50.16479,1.456504,55.49019,2.642819,,,,
2000,"Ecuador",50.11629,1.478165,55.34314,2.644945,,,,
2001,"Ecuador",49.52737,2.286441,55.16871,3.597557,,,,
2002,"Ecuador",49.14471,1.848519,55.22916,3.184454,,,,
2003,"Ecuador",48.76205,1.435409,55.2896,2.869804,,,,
2004,"Ecuador",48.49083,.6671892,54.81565,2.110007,,,,
2005,"Ecuador",48.18398,.6274353,53.92848,1.919837,,,,
2006,"Ecuador",47.51844,.5616457,52.48385,1.775894,,,,
2007,"Ecuador",46.71584,.5336528,51.05576,1.646731,,,,
2008,"Ecuador",45.65858,.5032398,49.66737,1.591823,,,,
2009,"Ecuador",44.51855,.4926831,48.36353,1.567783,,,,
2010,"Ecuador",43.33793,.501705,47.14937,1.566192,,,,
2011,"Ecuador",42.62892,.5152321,46.44632,1.650634,,,,
2012,"Ecuador",41.94482,.5708759,45.75973,1.734168,,,,
1964,"Egypt",39.44322,1.887875,45.24908,2.779799,,,,
1965,"Egypt",39.77499,1.730796,45.52695,2.510987,,,,
1966,"Egypt",39.64886,1.77737,45.35467,2.745796,,,,
1967,"Egypt",39.71581,1.771991,45.3642,2.801764,,,,
1968,"Egypt",39.5171,1.819219,45.11539,2.990258,,,,
1969,"Egypt",39.42247,1.830807,45.05535,2.973259,,,,
1970,"Egypt",39.39558,1.780103,44.87676,3.093964,,,,
1971,"Egypt",39.26985,1.755859,44.6087,3.207155,,,,
1972,"Egypt",39.10686,1.700366,44.01246,3.68174,,,,
1973,"Egypt",38.70974,1.609247,43.43473,4.008096,,,,
1974,"Egypt",38.46268,1.656619,42.91038,4.544844,,,,
1975,"Egypt",38.15358,1.553341,42.51863,4.72872,,,,
1977,"Egypt",38.56001,1.688893,42.3922,4.873014,,,,
1978,"Egypt",39.0058,1.776695,42.82242,4.569047,,,,
1979,"Egypt",39.01274,1.753213,43.50596,3.921009,,,,
1980,"Egypt",38.62461,1.8104,43.67022,3.429731,,,,
1981,"Egypt",37.93102,1.871763,43.55008,3.02181,,,,
1982,"Egypt",36.93425,1.931822,42.63249,3.015882,,,,
1983,"Egypt",36.65345,1.946939,42.43323,2.942884,,,,
1984,"Egypt",36.57524,1.945366,42.32784,2.936619,,,,
1985,"Egypt",37.15855,1.913055,43.09018,2.81609,,,,
1986,"Egypt",36.70271,1.914105,42.55733,2.858191,,,,
1987,"Egypt",36.00858,1.931517,41.64209,2.991432,,,,
1988,"Egypt",34.30657,1.889143,39.5352,3.17505,,,,
1989,"Egypt",33.11005,1.815134,37.96463,3.305346,,,,
1990,"Egypt",32.11013,1.59177,36.80266,3.082049,,,,
1991,"Egypt",31.82001,1.457811,36.43687,2.961811,,,,
1992,"Egypt",31.72785,1.350805,36.41352,2.683507,,,,
1993,"Egypt",31.74699,1.316907,36.41895,2.700543,,,,
1994,"Egypt",32.00802,1.321079,36.72843,2.726315,,,,
1995,"Egypt",32.37436,1.27197,37.11093,2.876302,,,,
1996,"Egypt",32.91478,1.308648,37.79817,2.98971,,,,
1997,"Egypt",33.46787,1.293473,38.45629,3.084377,,,,
1998,"Egypt",34.05749,1.373747,39.22078,3.224255,,,,
1999,"Egypt",34.45291,1.38284,39.68195,3.357459,,,,
2000,"Egypt",34.60989,1.477664,39.78909,3.561775,,,,
2001,"Egypt",34.22216,1.493044,39.23586,3.633808,,,,
2002,"Egypt",33.83444,1.585435,38.68264,3.88971,,,,
2003,"Egypt",33.30217,1.451955,38.05682,3.683501,,,,
2004,"Egypt",32.76991,1.379683,37.43101,3.651351,,,,
2005,"Egypt",32.39796,1.326941,37.00283,3.745975,,,,
2006,"Egypt",31.99271,1.146536,36.20141,3.155763,,,,
2007,"Egypt",31.58746,1.066379,35.39999,2.824664,,,,
2008,"Egypt",31.18221,1.108436,34.59857,2.844642,,,,
2009,"Egypt",31.26004,1.059143,34.44258,2.502566,,,,
1961,"El Salvador",46.60497,2.564286,53.11226,3.508183,,,,
1963,"El Salvador",45.72165,1.971705,50.69542,2.884472,,,,
1964,"El Salvador",44.99181,2.442906,48.71527,3.383914,,,,
1965,"El Salvador",44.97947,3.087501,47.97644,3.745718,,,,
1966,"El Salvador",44.64964,3.860975,46.90448,4.592105,,,,
1967,"El Salvador",44.37437,4.940128,44.80753,5.471217,,,,
1969,"El Salvador",42.54208,5.304812,40.92601,6.034524,,,,
1970,"El Salvador",40.95897,4.333581,39.92075,5.294333,,,,
1971,"El Salvador",40.40677,4.050835,39.79018,5.000252,,,,
1972,"El Salvador",39.32066,3.619771,39.61328,4.659208,,,,
1973,"El Salvador",38.68032,3.549864,39.69674,4.576034,,,,
1974,"El Salvador",38.07747,3.350964,40.00638,4.459905,,,,
1975,"El Salvador",37.60735,2.786585,40.71742,3.761622,,,,
1976,"El Salvador",37.32257,2.408978,41.16265,3.468496,,,,
1977,"El Salvador",36.93869,1.63717,41.80942,2.431435,,,,
1984,"El Salvador",37.599,2.494159,40.57412,3.769826,,,,
1985,"El Salvador",38.2452,3.594772,39.86334,4.790315,3.255788,10.15748,1.618136,4.042811
1986,"El Salvador",39.7388,2.834649,41.93233,3.959508,4.774338,7.229212,2.193531,3.121885
1987,"El Salvador",41.2324,2.095283,44.00132,3.216529,6.029911,5.00384,2.768926,2.33477
1988,"El Salvador",42.72599,1.409719,46.07031,2.6367,7.083927,3.706249,3.344321,1.85991
1989,"El Salvador",44.21959,.9091368,48.1393,2.344373,7.979201,3.690073,3.919716,1.941782
1990,"El Salvador",44.39549,.8952112,48.32383,2.313551,7.974674,3.543483,3.928336,1.879769
1991,"El Salvador",44.5714,.9148281,48.50836,2.374078,7.952872,3.663653,3.936956,1.951561
1992,"El Salvador",44.9605,.8276168,49.06043,2.15684,8.23548,2.987314,4.099934,1.63205
1993,"El Salvador",45.34959,.8046793,49.61251,2.114567,8.480429,2.820439,4.262912,1.563434
1994,"El Salvador",45.73869,.8512274,50.16459,2.257112,8.690257,3.197859,4.42589,1.775051
1995,"El Salvador",45.49253,.7654503,49.85126,1.965675,8.648543,2.599577,4.358729,1.44956
1996,"El Salvador",45.66854,.7354243,50.06265,1.940834,8.685254,2.539612,4.394109,1.423368
1997,"El Salvador",45.70326,.7156569,50.23711,1.88795,8.939618,2.425828,4.533852,1.375706
1998,"El Salvador",46.05733,.7191646,50.64822,1.964975,8.971609,2.538575,4.590892,1.448326
1999,"El Salvador",46.23064,.7469628,51.03453,2.047107,9.315152,2.586088,4.803882,1.496395
2000,"El Salvador",46.22946,.7342195,50.83334,2.050497,8.956917,2.6106,4.603879,1.496547
2001,"El Salvador",45.89962,.7312028,50.52908,2.064414,9.058395,2.67679,4.629469,1.527524
2002,"El Salvador",45.20043,.6564798,49.47954,1.94274,8.550023,2.621013,4.279106,1.454275
2003,"El Salvador",44.39809,.6034216,48.67131,1.840903,8.686678,2.57794,4.273221,1.408164
2004,"El Salvador",43.44216,.5127812,47.51274,1.689521,8.482775,2.467797,4.070574,1.310632
2005,"El Salvador",42.7169,.4725697,46.82313,1.558566,8.695895,2.297951,4.106227,1.210097
2006,"El Salvador",42.02262,.4496347,46.04147,1.50213,8.657292,2.271379,4.018846,1.172705
2007,"El Salvador",41.60689,.4636125,45.62672,1.459409,8.74341,2.177213,4.019835,1.119018
2008,"El Salvador",41.14483,.4928059,45.04336,1.502333,8.582931,2.263409,3.89853,1.145108
2009,"El Salvador",40.75869,.5126626,44.54383,1.550097,8.419188,2.35762,3.785142,1.175855
2010,"El Salvador",40.20942,.5320134,43.80555,1.617893,8.120625,2.510647,3.596133,1.225196
2011,"El Salvador",39.89881,.5483525,43.39427,1.705922,7.951065,2.775736,3.495462,1.330246
2012,"El Salvador",39.46353,.5786703,42.83825,1.815181,7.752329,3.123057,3.37472,1.461789
1981,"Estonia",23.22997,1.617106,32.3016,2.361492,,,,
1986,"Estonia",23.05142,1.015958,32.37976,1.679368,,,,
1987,"Estonia",22.71528,.8427747,32.00397,1.425934,,,,
1988,"Estonia",22.37915,.7085805,31.62819,1.250253,,,,
1989,"Estonia",21.99058,.7160922,31.06088,1.476389,,,,
1990,"Estonia",21.73113,.7266743,30.95921,1.213866,,,,
1991,"Estonia",27.55884,1.448642,39.05863,2.097661,,,,
1992,"Estonia",33.38654,2.479686,47.15805,3.439208,29.00756,5.401853,13.77151,3.194333
1993,"Estonia",35.2907,1.124563,50.80445,1.756144,30.50991,1.677045,15.51375,1.195424
1994,"Estonia",35.0771,1.004959,50.63348,1.622977,30.70153,1.43993,15.55639,1.061167
1995,"Estonia",35.29926,.6614339,51.24286,1.220379,31.0995,.9745418,15.9436,.7922996
1996,"Estonia",34.89071,.5552046,50.55365,1.077615,30.9703,.8791688,15.66294,.7124981
1997,"Estonia",34.83986,.4306372,50.1634,.8730869,30.53825,.7262652,15.32354,.584785
1998,"Estonia",34.94831,.3795758,49.68276,.7098129,29.6516,.5871378,14.73446,.4572242
1999,"Estonia",35.43754,.3642389,49.63534,.5422476,28.60204,.4897334,14.1978,.3369481
2000,"Estonia",36.1,.480473,49.6,.5,27.20382,.8984759,13.49955,.5064176
2001,"Estonia",35.68833,.3255802,49.6871,.3922524,28.17323,.4422188,13.99877,.2626305
2002,"Estonia",35.40053,.2984484,49.73477,.3885641,28.82079,.3653618,14.33424,.2319504
2003,"Estonia",35.01498,.3730353,49.54188,.4548906,29.32142,.5406889,14.5269,.3230284
2004,"Estonia",34.7,.62156,49.5,.7,29.88697,1.112226,14.79688,.6508766
2005,"Estonia",33.68772,.3973242,48.02576,.4706496,29.85412,.5651997,14.33804,.3222965
2006,"Estonia",32.66745,.3922243,46.59923,.460579,29.89664,.5312673,13.93179,.2920214
2007,"Estonia",31.5,.530064,44.9,.6,29.83632,1.060761,13.40052,.5553143
2008,"Estonia",31.848,.3812833,46.23693,.5006395,31.11894,.5179178,14.38893,.308971
2009,"Estonia",32.12632,.3526269,47.42927,.5041551,32.26347,.4590375,15.30294,.3045247
2010,"Estonia",32.5,.434146,48.8,.6,33.4024,.8383133,16.30655,.5225824
2011,"Estonia",32.41562,.4292341,49.00141,.8275785,33.84005,.7199256,16.58579,.5700752
2012,"Estonia",32.41145,.5399818,49.35675,1.202722,34.31147,1.173283,16.9453,.9226713
1981,"Ethiopia",31.74163,1.772678,37.18536,4.658425,,,,
1988,"Ethiopia",28.47958,2.851972,32.90723,4.526208,,,,
1989,"Ethiopia",28.47742,2.813717,32.79674,4.547964,,,,
1990,"Ethiopia",30.08463,2.563633,34.78076,4.292265,,,,
1991,"Ethiopia",31.69183,2.339059,36.76478,4.108312,,,,
1992,"Ethiopia",33.29903,2.148013,38.7488,4.005998,,,,
1993,"Ethiopia",34.90623,2.000124,40.73281,3.991606,,,,
1994,"Ethiopia",36.51343,1.905469,42.71684,4.066071,,,,
1995,"Ethiopia",38.12063,1.872139,44.70086,4.224697,,,,
1996,"Ethiopia",36.11258,1.963616,42.24125,4.126647,,,,
1997,"Ethiopia",34.36509,2.02072,40.10757,3.901524,,,,
1998,"Ethiopia",31.52456,2.000018,36.73368,3.741811,,,,
1999,"Ethiopia",29.83284,1.829341,34.80927,3.539926,,,,
2000,"Ethiopia",28.68758,1.808481,33.50658,3.491921,,,,
2001,"Ethiopia",28.57121,1.994803,33.55149,3.832835,,,,
2002,"Ethiopia",28.55326,2.009385,33.48561,3.772775,,,,
2003,"Ethiopia",28.55142,1.989951,33.64027,3.857196,,,,
2004,"Ethiopia",28.59853,1.657422,33.60144,3.447873,,,,
2005,"Ethiopia",28.64195,1.496966,33.77827,3.391939,,,,
2006,"Ethiopia",29.48366,1.449626,34.751,3.375763,,,,
2007,"Ethiopia",30.32536,1.476931,35.72374,3.540768,,,,
2008,"Ethiopia",31.16706,1.575002,36.69648,3.863811,,,,
2009,"Ethiopia",32.00877,1.73186,37.66921,4.309497,,,,
2010,"Ethiopia",32.85048,1.933247,38.64195,4.844093,,,,
1968,"Fiji",52.32646,9.571155,48.27092,3.062387,,,,
1977,"Fiji",39.24084,1.502161,44.88158,1.209438,,,,
1991,"Fiji",44.25634,1.819596,47.30413,2.745937,,,,
1992,"Fiji",42.94445,1.723099,46.53064,2.749953,,,,
1993,"Fiji",41.63256,1.63255,45.75714,2.798962,,,,
1994,"Fiji",40.32067,1.548995,44.98365,2.890678,,,,
1995,"Fiji",39.00878,1.473622,44.21016,3.021214,,,,
1996,"Fiji",37.69688,1.407748,43.43666,3.1858,,,,
1997,"Fiji",36.38499,1.352759,42.66317,3.379466,,,,
1998,"Fiji",35.0731,1.310029,41.88967,3.597519,,,,
1999,"Fiji",33.76121,1.280784,41.11618,3.835802,,,,
2000,"Fiji",32.44932,1.26596,40.34268,4.09078,,,,
2001,"Fiji",31.13743,1.266062,39.56918,4.359527,,,,
2002,"Fiji",29.82553,1.281087,38.79569,4.639649,,,,
2003,"Fiji",27.57475,1.140685,37.95984,3.518053,,,,
2004,"Fiji",27.22199,1.069351,37.32912,3.309213,,,,
2005,"Fiji",26.86925,1.030125,36.69841,3.20572,,,,
2006,"Fiji",26.51649,1.026693,36.06769,3.217752,,,,
2007,"Fiji",26.16375,1.059404,35.43697,3.344065,,,,
2008,"Fiji",25.811,1.125109,34.80626,3.572556,,,,
2009,"Fiji",24.54697,1.053404,35.15218,2.783797,,,,
1960,"Finland",25.90978,1.226986,47.30121,2.545343,,,,
1962,"Finland",25.6424,1.108366,47.55457,2.293462,,,,
1963,"Finland",25.39488,1.198259,46.29151,2.440796,,,,
1964,"Finland",25.69168,1.137768,45.64136,2.329287,,,,
1965,"Finland",25.70771,1.177007,44.11015,2.377295,,,,
1966,"Finland",25.93576,1.143324,43.29354,2.338829,,,,
1967,"Finland",25.94342,1.196005,41.98067,2.393078,,,,
1968,"Finland",25.9791,1.204841,41.464,2.428214,,,,
1969,"Finland",26.03497,1.172895,40.17538,2.262513,,,,
1970,"Finland",26.10881,1.144559,40.07448,2.249373,,,,
1971,"Finland",25.97695,1.023379,39.16955,1.940491,,,,
1972,"Finland",25.54668,1.172991,39.68393,2.309901,,,,
1973,"Finland",24.8095,1.07268,39.42391,2.165714,,,,
1974,"Finland",24.03068,1.070497,40.06758,2.258282,,,,
1975,"Finland",23.79427,.7482246,41.09146,1.777177,42.04816,1.545334,17.29719,1.267459
1976,"Finland",23.68765,.6402125,42.03585,1.621191,43.61262,1.301196,18.34821,1.164691
1977,"Finland",23.88013,.5328189,42.83594,1.543015,44.21612,1.237898,18.95581,1.15324
1978,"Finland",23.33108,.671665,42.15244,1.803393,44.6031,1.485692,18.82136,1.338005
1979,"Finland",22.66674,.6371762,40.94646,1.677447,44.60044,1.412767,18.27972,1.235605
